,asset,ret,bin
2020-03-04,PETR4_SA,-0.40312381185736024,-1.0
2020-03-05,PETR4_SA,-0.3653618395463246,-1.0
2020-03-06,PETR4_SA,-0.30573801395149547,-1.0
2020-03-09,PETR4_SA,0.08660420065124508,1.0
2020-03-10,PETR4_SA,0.05239162851769086,1.0
2020-03-11,PETR4_SA,0.14511021959874593,1.0
2020-03-12,PETR4_SA,0.43968232959025233,1.0
2020-03-13,PETR4_SA,0.14220767048316274,1.0
2020-03-16,PETR4_SA,0.32925894813837764,1.0
2020-03-18,PETR4_SA,0.6120463715830924,1.0
2020-03-19,PETR4_SA,0.5298932877897768,1.0
2020-03-23,PETR4_SA,0.5826088859719756,1.0
2020-03-24,PETR4_SA,0.4090567437754118,1.0
2020-03-25,PETR4_SA,0.3603356499271555,1.0
2020-03-27,PETR4_SA,0.4984960371839835,1.0
2020-03-31,PETR4_SA,0.45389522078351874,1.0
2020-04-02,PETR4_SA,0.379755138845252,1.0
2020-04-07,PETR4_SA,0.3475611404922352,1.0
2020-04-08,PETR4_SA,0.30080819861955854,1.0
2020-04-14,PETR4_SA,0.2313210747283918,1.0
2020-04-16,PETR4_SA,0.359415196792769,1.0
2020-04-22,PETR4_SA,0.2817909338873532,1.0
2020-04-24,PETR4_SA,0.35736661265893543,1.0
2020-04-27,PETR4_SA,0.27659568488619346,1.0
2020-04-28,PETR4_SA,0.2446379127655509,1.0
2020-04-29,PETR4_SA,0.14505463097713145,1.0
2020-05-04,PETR4_SA,0.23993074232796419,1.0
2020-05-05,PETR4_SA,0.21014484385151166,1.0
2020-05-06,PETR4_SA,0.27662040901905716,1.0
2020-05-08,PETR4_SA,0.2180739328019734,1.0
2020-05-13,PETR4_SA,0.2586699342148939,1.0
2020-05-15,PETR4_SA,0.29212814115730623,1.0
2020-05-18,PETR4_SA,0.235167359963236,1.0
2020-05-20,PETR4_SA,0.17720206205834654,1.0
2020-05-22,PETR4_SA,0.2179965601317546,1.0
2020-05-25,PETR4_SA,0.1996917984855724,1.0
2020-05-27,PETR4_SA,0.1324861986294248,1.0
2020-05-29,PETR4_SA,0.14063276959622906,1.0
2020-06-02,PETR4_SA,0.08273186563693868,1.0
2020-06-05,PETR4_SA,-0.013554904821642899,-1.0
2020-06-08,PETR4_SA,-0.03326956609500087,-1.0
2020-06-09,PETR4_SA,0.06724070026780815,1.0
2020-06-12,PETR4_SA,0.10633310969049514,1.0
2020-06-16,PETR4_SA,0.08004009359980668,1.0
2020-06-22,PETR4_SA,0.07878059100318002,1.0
2020-06-23,PETR4_SA,0.06330074479280112,1.0
2020-06-24,PETR4_SA,0.09002185866934043,1.0
2020-06-25,PETR4_SA,0.0587076621646776,1.0
2020-06-26,PETR4_SA,0.08255533899793721,1.0
2020-06-29,PETR4_SA,0.06050151290540673,1.0
2020-07-02,PETR4_SA,0.004099574216474,1.0
2020-07-06,PETR4_SA,-0.027524011162130657,-1.0
2020-07-07,PETR4_SA,0.028810535695621198,1.0
2020-07-08,PETR4_SA,0.00664292775956854,1.0
2020-07-09,PETR4_SA,0.03344425969606735,1.0
2020-07-10,PETR4_SA,0.018234456772605823,1.0
2020-07-13,PETR4_SA,0.00453285339354359,1.0
2020-07-14,PETR4_SA,-0.007403715989506843,-1.0
2020-07-15,PETR4_SA,-0.05225193911589476,-1.0
2020-07-16,PETR4_SA,-0.03695253638528451,-1.0
2020-07-21,PETR4_SA,-0.07015670173186617,-1.0
2020-07-22,PETR4_SA,-0.039026677445672675,-1.0
2020-07-23,PETR4_SA,-0.04076219075296983,-1.0
2020-07-27,PETR4_SA,-0.10344832675970439,-1.0
2020-07-28,PETR4_SA,-0.11271944932758371,-1.0
2020-07-29,PETR4_SA,-0.11955122272041219,-1.0
2020-07-30,PETR4_SA,-0.1178788810757937,-1.0
2020-07-31,PETR4_SA,-0.11576604769237231,-1.0
2020-08-03,PETR4_SA,-0.11421994393576407,-1.0
2020-08-05,PETR4_SA,-0.14365815871957843,-1.0
2020-08-07,PETR4_SA,-0.12110605916835948,-1.0
2020-08-10,PETR4_SA,-0.1501066125169659,-1.0
2020-08-11,PETR4_SA,-0.142547429816809,-1.0
2020-08-12,PETR4_SA,-0.12947155605385252,-1.0
2020-08-13,PETR4_SA,-0.13309983786605706,-1.0
2020-08-17,PETR4_SA,-0.11637169539482073,-1.0
2020-08-18,PETR4_SA,-0.14205029380685363,-1.0
2020-08-20,PETR4_SA,-0.14122314711971706,-1.0
2020-08-24,PETR4_SA,-0.12233356344000756,-1.0
2020-08-26,PETR4_SA,-0.07425732312765476,-1.0
2020-08-28,PETR4_SA,-0.1180123138422402,-1.0
2020-08-31,PETR4_SA,-0.14709919562741447,-1.0
2020-09-01,PETR4_SA,-0.15653698194639676,-1.0
2020-09-08,PETR4_SA,-0.10646908769922936,-1.0
2020-09-09,PETR4_SA,-0.13110423872223287,-1.0
2020-09-10,PETR4_SA,-0.023056058880986607,-1.0
2020-09-11,PETR4_SA,0.05484452268449269,1.0
2020-09-14,PETR4_SA,0.055350547385634385,1.0
2020-09-17,PETR4_SA,0.05146763889570627,1.0
2020-09-18,PETR4_SA,0.09422658288053043,1.0
2020-09-21,PETR4_SA,0.12679423269868173,1.0
2020-09-23,PETR4_SA,0.24073189935939476,1.0
2020-09-24,PETR4_SA,0.23039243128488862,1.0
2020-09-25,PETR4_SA,0.18330859593955195,1.0
2020-09-28,PETR4_SA,0.18644939883408407,1.0
2020-09-29,PETR4_SA,0.19523534143554233,1.0
2020-09-30,PETR4_SA,0.1876596617062143,1.0
2020-10-01,PETR4_SA,0.19345064708937865,1.0
2020-10-02,PETR4_SA,0.21345943214664542,1.0
2020-10-05,PETR4_SA,0.18921663109776699,1.0
2020-10-07,PETR4_SA,0.19706912480033756,1.0
2020-10-08,PETR4_SA,0.22798439220756306,1.0
2020-10-09,PETR4_SA,0.19646490156467977,1.0
2020-10-13,PETR4_SA,0.24689512394072222,1.0
2020-10-14,PETR4_SA,0.18627933132945484,1.0
2020-10-15,PETR4_SA,0.19949369265821404,1.0
2020-10-16,PETR4_SA,0.19399856186148057,1.0
2020-10-19,PETR4_SA,0.18237702203900708,1.0
2020-10-20,PETR4_SA,0.2438059295623718,1.0
2020-10-22,PETR4_SA,0.20441473935012122,1.0
2020-10-23,PETR4_SA,0.2202237625239225,1.0
2020-10-26,PETR4_SA,0.23950605550931447,1.0
2020-10-27,PETR4_SA,0.19165021504952184,1.0
2020-10-28,PETR4_SA,0.23620776035042157,1.0
2020-10-29,PETR4_SA,0.20736137998247872,1.0
2020-10-30,PETR4_SA,0.21858485416587192,1.0
2020-11-03,PETR4_SA,0.20559782748868827,1.0
2020-11-05,PETR4_SA,0.2619409578797891,1.0
2020-11-09,PETR4_SA,0.23276263281804743,1.0
2020-11-10,PETR4_SA,0.3015599166127525,1.0
2020-11-12,PETR4_SA,0.29027848316120064,1.0
2020-11-13,PETR4_SA,0.32744114883449216,1.0
2020-11-16,PETR4_SA,0.289823840788225,1.0
2020-11-17,PETR4_SA,0.3085690988360894,1.0
2020-11-19,PETR4_SA,0.3014271607202952,1.0
2020-11-23,PETR4_SA,0.07928253381041994,1.0
2020-11-24,PETR4_SA,0.02974827314328876,1.0
2020-11-26,PETR4_SA,0.07513571743320391,1.0
2020-11-27,PETR4_SA,0.046666478213176266,1.0
2020-11-30,PETR4_SA,0.10562235718392832,1.0
2020-12-01,PETR4_SA,0.11953134494207318,1.0
2020-12-02,PETR4_SA,0.11694371193855924,1.0
2020-12-03,PETR4_SA,0.08183162101890984,1.0
2020-12-04,PETR4_SA,0.047584319763902316,1.0
2020-12-07,PETR4_SA,0.04111123589712773,1.0
2020-12-08,PETR4_SA,0.03300788329628501,1.0
2020-12-09,PETR4_SA,0.0319226143092981,1.0
2020-12-10,PETR4_SA,0.009345749527561065,1.0
2020-12-11,PETR4_SA,0.0315562135226648,1.0
2020-12-15,PETR4_SA,0.05098742393329547,1.0
2020-12-16,PETR4_SA,-0.030507105403653867,-1.0
2020-12-21,PETR4_SA,-0.09696520438824208,-1.0
2020-12-22,PETR4_SA,-0.14992649102339406,-1.0
2020-12-23,PETR4_SA,-0.20429322222369228,-1.0
2020-12-28,PETR4_SA,-0.21930452140740597,-1.0
2021-01-04,PETR4_SA,-0.25043228372310533,-1.0
2021-01-05,PETR4_SA,-0.2786283663558152,-1.0
2021-01-07,PETR4_SA,-0.3009677223369823,-1.0
2021-01-11,PETR4_SA,-0.29779657112471647,-1.0
2021-01-12,PETR4_SA,-0.2925234405508813,-1.0
2021-01-13,PETR4_SA,-0.256603558362005,-1.0
2021-01-14,PETR4_SA,-0.2641764642681729,-1.0
2021-01-15,PETR4_SA,-0.24644352292422766,-1.0
2021-01-19,PETR4_SA,-0.2446843721376355,-1.0
2021-01-20,PETR4_SA,-0.23183247541410457,-1.0
2021-01-21,PETR4_SA,-0.23085272994399164,-1.0
2021-01-22,PETR4_SA,-0.1576226036275693,-1.0
2021-01-27,PETR4_SA,-0.22664205769066004,-1.0
2021-01-28,PETR4_SA,-0.2193804452511997,-1.0
2021-01-29,PETR4_SA,-0.10715623725796064,-1.0
2021-02-01,PETR4_SA,-0.23029414638427093,-1.0
2021-02-02,PETR4_SA,-0.24389371236646973,-1.0
2021-02-03,PETR4_SA,-0.25120942349275255,-1.0
2021-02-08,PETR4_SA,-0.22909992009140967,-1.0
2021-02-09,PETR4_SA,-0.230573372116605,-1.0
2021-02-10,PETR4_SA,-0.23776951009798875,-1.0
2021-02-11,PETR4_SA,-0.2282762314553195,-1.0
2021-02-12,PETR4_SA,-0.23804496791257246,-1.0
2021-02-17,PETR4_SA,-0.26765795836290185,-1.0
2021-02-18,PETR4_SA,-0.2596515051592272,-1.0
2021-02-19,PETR4_SA,-0.08169902005731877,-1.0
2021-02-22,PETR4_SA,0.13621047104045525,1.0
2021-02-23,PETR4_SA,0.018619176814894445,1.0
2021-02-24,PETR4_SA,0.003577999677208732,1.0
2021-02-25,PETR4_SA,0.05995411845253762,1.0
2021-02-26,PETR4_SA,0.07362630476084586,1.0
2021-03-03,PETR4_SA,0.15219202325031578,1.0
2021-03-04,PETR4_SA,0.08994426576313241,1.0
2021-03-08,PETR4_SA,0.16739459379102217,1.0
2021-03-09,PETR4_SA,0.1250999442168126,1.0
2021-03-10,PETR4_SA,0.12804502172703924,1.0
2021-03-11,PETR4_SA,0.09623396911032911,1.0
2021-03-15,PETR4_SA,0.08304383461299181,1.0
2021-03-16,PETR4_SA,0.1095811503075923,1.0
2021-03-17,PETR4_SA,0.1289511438830182,1.0
2021-03-18,PETR4_SA,0.18576869858390865,1.0
2021-03-19,PETR4_SA,0.1348680131856259,1.0
2021-03-22,PETR4_SA,0.14923901539105744,1.0
2021-03-23,PETR4_SA,0.1755566835025142,1.0
2021-03-25,PETR4_SA,0.17578331327283614,1.0
2021-03-29,PETR4_SA,0.131685945941868,1.0
2021-03-31,PETR4_SA,0.15760862537890352,1.0
2021-04-08,PETR4_SA,0.23384473829688313,1.0
2021-04-12,PETR4_SA,0.2400409149737135,1.0
2021-04-14,PETR4_SA,0.21279429033505615,1.0
2021-04-15,PETR4_SA,0.24512777351848913,1.0
2021-04-19,PETR4_SA,0.20016444399387145,1.0
2021-04-20,PETR4_SA,0.18094036970623573,1.0
2021-04-27,PETR4_SA,0.24458875855777484,1.0
2021-04-28,PETR4_SA,0.23851308302939755,1.0
2021-04-29,PETR4_SA,0.24047406089189782,1.0
2021-05-03,PETR4_SA,0.23900963546072362,1.0
2021-05-04,PETR4_SA,0.2450852205789129,1.0
2021-05-05,PETR4_SA,0.2295425112282865,1.0
2021-05-06,PETR4_SA,0.23531932716364112,1.0
2021-05-07,PETR4_SA,0.18334681660032381,1.0
2021-05-10,PETR4_SA,0.1202432363104129,1.0
2021-05-11,PETR4_SA,0.11530860218120287,1.0
2021-05-12,PETR4_SA,0.10936249768210993,1.0
2021-05-13,PETR4_SA,0.10964392006098178,1.0
2021-05-14,PETR4_SA,0.06083653375175735,1.0
2021-05-17,PETR4_SA,0.03788449652071457,1.0
2021-05-18,PETR4_SA,0.027703847069232124,1.0
2021-05-19,PETR4_SA,0.020267564023895623,1.0
2021-05-20,PETR4_SA,0.011955360623258748,1.0
2021-05-24,PETR4_SA,0.02159941158762635,1.0
2021-05-25,PETR4_SA,0.041021892419866424,1.0
2021-05-26,PETR4_SA,0.02491382377009388,1.0
2021-05-27,PETR4_SA,0.060208643357871905,1.0
2021-05-28,PETR4_SA,0.005927983864394859,1.0
2021-06-01,PETR4_SA,0.01905436577091235,1.0
2021-06-02,PETR4_SA,-0.03444555244104053,-1.0
2021-06-04,PETR4_SA,-0.07333349452215665,-1.0
2021-06-07,PETR4_SA,-0.05090136752669239,-1.0
2021-06-08,PETR4_SA,-0.08304256884572903,-1.0
2021-06-14,PETR4_SA,-0.016347841317506773,-1.0
2021-06-15,PETR4_SA,-0.012400931262395498,-1.0
2021-06-17,PETR4_SA,0.04336982974100767,1.0
2021-06-18,PETR4_SA,0.011299287645721412,1.0
2021-06-21,PETR4_SA,-0.010711238062847572,-1.0
2021-06-22,PETR4_SA,-0.02454968824066961,-1.0
2021-06-23,PETR4_SA,-0.03663258832397942,-1.0
2021-06-24,PETR4_SA,-0.04943364026120134,-1.0
2021-06-25,PETR4_SA,-0.0161750091844598,-1.0
2021-06-29,PETR4_SA,0.006908830526056731,1.0
2021-06-30,PETR4_SA,-0.010285172412395682,-1.0
2021-07-01,PETR4_SA,0.03877682378480274,1.0
2021-07-05,PETR4_SA,-0.0014057702724257215,-1.0
2021-07-06,PETR4_SA,0.03543558493460086,1.0
2021-07-07,PETR4_SA,0.004787575546987721,1.0
2021-07-08,PETR4_SA,0.014849516674712016,1.0
2021-07-12,PETR4_SA,0.011033566631819314,1.0
2021-07-13,PETR4_SA,-0.051712986441947106,-1.0
2021-07-14,PETR4_SA,-0.023535263684354768,-1.0
2021-07-15,PETR4_SA,-0.008521040616120246,-1.0
2021-07-16,PETR4_SA,0.041688394084943514,1.0
2021-07-19,PETR4_SA,0.045023111039230734,1.0
2021-07-20,PETR4_SA,0.049199606912974314,1.0
2021-07-21,PETR4_SA,0.025760455753969458,1.0
2021-07-23,PETR4_SA,-0.023255371684781867,-1.0
2021-07-26,PETR4_SA,-0.027611836573113835,-1.0
2021-07-27,PETR4_SA,0.008826335557671428,1.0
2021-07-28,PETR4_SA,0.026293583527293052,1.0
2021-07-30,PETR4_SA,0.06861570602765932,1.0
2021-08-02,PETR4_SA,0.08162587796914833,1.0
2021-08-03,PETR4_SA,0.08086956532468292,1.0
2021-08-04,PETR4_SA,0.14866274027309956,1.0
2021-08-05,PETR4_SA,0.04647892426149314,1.0
2021-08-09,PETR4_SA,0.10579085448461756,1.0
2021-08-11,PETR4_SA,0.05697266128060319,1.0
2021-08-12,PETR4_SA,0.06028808067160463,1.0
2021-08-13,PETR4_SA,0.0584769485694161,1.0
2021-08-16,PETR4_SA,0.09618593671305731,1.0
2021-08-18,PETR4_SA,0.10488995494745823,1.0
2021-08-19,PETR4_SA,0.10548092413337562,1.0
2021-08-23,PETR4_SA,0.0547741321811015,1.0
2021-08-24,PETR4_SA,-0.004713585995056002,-1.0
2021-08-25,PETR4_SA,-0.019834012413776914,-1.0
2021-08-26,PETR4_SA,0.05638402656930652,1.0
2021-08-27,PETR4_SA,0.009477247844803083,1.0
2021-08-30,PETR4_SA,0.013780884021397988,1.0
2021-08-31,PETR4_SA,0.06509730569305883,1.0
2021-09-01,PETR4_SA,0.004067793709587653,1.0
2021-09-02,PETR4_SA,0.05263150470904798,1.0
2021-09-03,PETR4_SA,0.019749322505292932,1.0
2021-09-06,PETR4_SA,-0.017384571972269725,-1.0
2021-09-08,PETR4_SA,0.17821400080063832,1.0
2021-09-09,PETR4_SA,0.02431372645187868,1.0
2021-09-10,PETR4_SA,0.05130195483552469,1.0
2021-09-13,PETR4_SA,0.007625239998555244,1.0
2021-09-14,PETR4_SA,0.022024425244654866,1.0
2021-09-15,PETR4_SA,0.025066443227897084,1.0
2021-09-16,PETR4_SA,0.044827662008744884,1.0
2021-09-17,PETR4_SA,0.1801043390053838,1.0
2021-09-20,PETR4_SA,0.19350915794311718,1.0
2021-09-21,PETR4_SA,0.1753272818634064,1.0
2021-09-22,PETR4_SA,0.019729108187751754,1.0
2021-09-23,PETR4_SA,0.03576729416366864,1.0
2021-09-27,PETR4_SA,0.09137807069618664,1.0
2021-09-28,PETR4_SA,0.0560090478625388,1.0
2021-09-29,PETR4_SA,0.07594009029104187,1.0
2021-09-30,PETR4_SA,0.08079326265044307,1.0
2021-10-01,PETR4_SA,0.05714281247613129,1.0
2021-10-04,PETR4_SA,0.10658222302491671,1.0
2021-10-05,PETR4_SA,0.09815950463840872,1.0
2021-10-06,PETR4_SA,0.13316603898534707,1.0
2021-10-08,PETR4_SA,0.13223315041809025,1.0
2021-10-11,PETR4_SA,0.122211029811506,1.0
2021-10-13,PETR4_SA,0.1241185859724665,1.0
2021-10-18,PETR4_SA,0.11763850911432394,1.0
2021-10-19,PETR4_SA,0.17750292741680718,1.0
2021-10-20,PETR4_SA,0.1426743854116772,1.0
2021-10-21,PETR4_SA,0.18229047007924404,1.0
2021-10-22,PETR4_SA,0.18866286028760548,1.0
2021-10-25,PETR4_SA,0.08931921048545877,1.0
2021-10-26,PETR4_SA,0.10656455051833591,1.0
2021-10-28,PETR4_SA,0.11637823953517978,1.0
2021-10-29,PETR4_SA,0.2148015122263789,1.0
2021-11-01,PETR4_SA,0.14141440760978075,1.0
2021-11-03,PETR4_SA,0.208710309627699,1.0
2021-11-04,PETR4_SA,0.22532672499589923,1.0
2021-11-08,PETR4_SA,0.21969757003107748,1.0
2021-11-09,PETR4_SA,0.21823898898646288,1.0
2021-11-10,PETR4_SA,0.22239296862375157,1.0
2021-11-12,PETR4_SA,0.22200263061986858,1.0
2021-11-16,PETR4_SA,0.20945577806987048,1.0
2021-11-17,PETR4_SA,0.2154949256880383,1.0
2021-11-19,PETR4_SA,0.22063248488131615,1.0
2021-11-22,PETR4_SA,0.20859257951867072,1.0
2021-11-23,PETR4_SA,0.22519051044032645,1.0
2021-11-24,PETR4_SA,0.2453187000278172,1.0
2021-11-25,PETR4_SA,0.21172769921631596,1.0
2021-11-26,PETR4_SA,0.24094440610389367,1.0
2021-11-29,PETR4_SA,0.25753859799519585,1.0
2021-12-01,PETR4_SA,0.25201559363756254,1.0
2021-12-02,PETR4_SA,0.14069099924989747,1.0
2021-12-03,PETR4_SA,0.14742676561707002,1.0
2021-12-07,PETR4_SA,0.09230260375023924,1.0
2021-12-10,PETR4_SA,0.07352450278557199,1.0
2021-12-13,PETR4_SA,0.0841535327098144,1.0
2021-12-14,PETR4_SA,0.1140109543497394,1.0
2021-12-15,PETR4_SA,0.1522186097119047,1.0
2021-12-16,PETR4_SA,0.11148529312504207,1.0
2021-12-17,PETR4_SA,0.12038629285762226,1.0
2021-12-20,PETR4_SA,0.16938919977195765,1.0
2021-12-23,PETR4_SA,0.1948464876192404,1.0
2021-12-27,PETR4_SA,0.17356531474120773,1.0
2021-12-29,PETR4_SA,0.16993677456564749,1.0
2022-01-03,PETR4_SA,0.19181876215848592,1.0
2022-01-05,PETR4_SA,0.20662608395251492,1.0
2022-01-10,PETR4_SA,0.2092110287818687,1.0
2022-01-11,PETR4_SA,0.20214985356208404,1.0
2022-01-12,PETR4_SA,0.09320336268430385,1.0
2022-01-13,PETR4_SA,0.05112136455338523,1.0
2022-01-14,PETR4_SA,-0.011128851390141747,-1.0
2022-01-18,PETR4_SA,-0.051517010313676725,-1.0
2022-01-19,PETR4_SA,-0.027945534619623458,-1.0
2022-01-20,PETR4_SA,0.0012609174214037733,1.0
2022-01-24,PETR4_SA,0.0031298620972026736,1.0
2022-01-25,PETR4_SA,-0.017278094188067916,-1.0
2022-01-26,PETR4_SA,-0.046353650195666285,-1.0
2022-01-28,PETR4_SA,-0.007375539481948468,-1.0
2022-01-31,PETR4_SA,0.019783680575750306,1.0
2022-02-01,PETR4_SA,0.013636493601275612,1.0
