Date,asset,ret,bin
2020-01-07,WEGE3_SA,-0.037837486518994434,-1.0
2020-01-08,WEGE3_SA,0.1502068034236832,1.0
2020-01-09,WEGE3_SA,0.1899764357491629,1.0
2020-01-10,WEGE3_SA,0.21852950335131927,1.0
2020-01-13,WEGE3_SA,0.2071678394066554,1.0
2020-01-14,WEGE3_SA,0.1837144998534932,1.0
2020-01-15,WEGE3_SA,0.19244907621349516,1.0
2020-01-16,WEGE3_SA,0.18176763390058426,1.0
2020-01-17,WEGE3_SA,0.21086973926345842,1.0
2020-01-20,WEGE3_SA,0.20142386200346718,1.0
2020-01-21,WEGE3_SA,0.1885833795812173,1.0
2020-01-22,WEGE3_SA,0.1714655406562311,1.0
2020-01-23,WEGE3_SA,0.23127316262550157,1.0
2020-01-24,WEGE3_SA,0.20202751219724746,1.0
2020-01-27,WEGE3_SA,0.19160357473521095,1.0
2020-01-28,WEGE3_SA,0.18543217978865978,1.0
2020-01-29,WEGE3_SA,-0.21888310512350984,-1.0
2020-01-30,WEGE3_SA,0.19160357473521095,1.0
2020-01-31,WEGE3_SA,0.2387716759728189,1.0
2020-02-03,WEGE3_SA,0.2244900005899988,1.0
2020-02-04,WEGE3_SA,0.2290228642496619,1.0
2020-02-05,WEGE3_SA,-0.33520305316833776,-1.0
2020-02-06,WEGE3_SA,-0.22708818832112754,-1.0
2020-02-07,WEGE3_SA,0.2116788814361652,1.0
2020-02-10,WEGE3_SA,-0.3377642760221631,-1.0
2020-02-11,WEGE3_SA,-0.23085840471771935,-1.0
2020-02-12,WEGE3_SA,-0.2569222141659271,-1.0
2020-02-13,WEGE3_SA,-0.27339171110430405,-1.0
2020-02-17,WEGE3_SA,-0.27672449548668665,-1.0
2020-02-18,WEGE3_SA,-0.25924947479368865,-1.0
2020-02-19,WEGE3_SA,-0.3217626414175021,-1.0
2020-02-20,WEGE3_SA,-0.3027682449706066,-1.0
2020-02-21,WEGE3_SA,-0.3351095919796644,-1.0
2020-02-26,WEGE3_SA,-0.2953234878242116,-1.0
2020-02-27,WEGE3_SA,-0.3766205142312168,-1.0
2020-02-28,WEGE3_SA,-0.36477406839643456,-1.0
2020-03-02,WEGE3_SA,-0.41668448979351436,-1.0
2020-03-03,WEGE3_SA,-0.42800501936407864,-1.0
2020-03-04,WEGE3_SA,-0.4343788637380751,-1.0
2020-03-05,WEGE3_SA,-0.413062079068652,-1.0
2020-03-06,WEGE3_SA,-0.377328635146454,-1.0
2020-03-09,WEGE3_SA,-0.015684879838065213,-1.0
2020-03-10,WEGE3_SA,-0.08671528402978956,-1.0
2020-03-11,WEGE3_SA,-0.008512839035017428,-1.0
2020-03-12,WEGE3_SA,0.13742568190429916,1.0
2020-03-13,WEGE3_SA,0.1015213601205196,1.0
2020-03-16,WEGE3_SA,0.5183822224325829,1.0
2020-03-17,WEGE3_SA,0.2707124281090063,1.0
2020-03-18,WEGE3_SA,0.5473465101377921,1.0
2020-03-19,WEGE3_SA,0.2862693773107423,1.0
