Date,asset,ret,bin
2020-01-07,VALE3_SA,0.05555539638216711,1.0
2020-01-09,VALE3_SA,0.06941828386360327,1.0
2020-01-10,VALE3_SA,0.06821573923086066,1.0
2020-01-13,VALE3_SA,-0.1799278350118072,-1.0
2020-01-14,VALE3_SA,-0.18493913358997083,-1.0
2020-01-15,VALE3_SA,-0.18229367563522925,-1.0
2020-01-16,VALE3_SA,-0.17799545980377085,-1.0
2020-01-17,VALE3_SA,-0.20438600025671483,-1.0
2020-01-20,VALE3_SA,-0.12360538894464956,-1.0
2020-01-21,VALE3_SA,-0.19061229852133987,-1.0
2020-01-22,VALE3_SA,-0.1944939725286714,-1.0
2020-01-23,VALE3_SA,-0.18288295381678443,-1.0
2020-01-24,VALE3_SA,-0.1570631945909402,-1.0
2020-01-27,VALE3_SA,-0.25103906757962124,-1.0
2020-01-28,VALE3_SA,-0.2611327077072876,-1.0
2020-01-29,VALE3_SA,-0.2545810499020281,-1.0
2020-01-30,VALE3_SA,-0.26543677197271964,-1.0
2020-01-31,VALE3_SA,-0.24746357272340846,-1.0
2020-02-03,VALE3_SA,-0.25692386821131763,-1.0
2020-02-04,VALE3_SA,-0.27625782207615424,-1.0
2020-02-05,VALE3_SA,-0.2860915427846371,-1.0
2020-02-06,VALE3_SA,-0.2899772693907906,-1.0
2020-02-07,VALE3_SA,-0.2738962481256003,-1.0
2020-02-10,VALE3_SA,-0.2462639878037962,-1.0
2020-02-11,VALE3_SA,-0.2731988249140729,-1.0
2020-02-12,VALE3_SA,-0.28716779496396916,-1.0
2020-02-13,VALE3_SA,-0.2744534246795747,-1.0
2020-02-14,VALE3_SA,-0.25823533385260555,-1.0
2020-02-17,VALE3_SA,-0.2917055987306736,-1.0
2020-02-18,VALE3_SA,-0.2835225235989963,-1.0
2020-02-20,VALE3_SA,-0.2752871823099109,-1.0
2020-02-21,VALE3_SA,-0.24536191573217303,-1.0
2020-02-26,VALE3_SA,-0.24807044961774416,-1.0
2020-02-27,VALE3_SA,0.0017990927531661427,1.0
2020-02-28,VALE3_SA,0.006770375898439429,1.0
2020-03-02,VALE3_SA,0.007981006249325961,1.0
2020-03-04,VALE3_SA,-0.27547857437787915,-1.0
2020-03-05,VALE3_SA,-0.27214526656996807,-1.0
2020-03-06,VALE3_SA,-0.006276368942224053,-1.0
2020-03-09,VALE3_SA,0.21728775181593218,1.0
2020-03-10,VALE3_SA,0.09015819686828808,1.0
2020-03-11,VALE3_SA,0.17157577101716104,1.0
2020-03-12,VALE3_SA,0.34257424375154844,1.0
2020-03-13,VALE3_SA,0.13146813882280184,1.0
2020-03-16,VALE3_SA,0.23181356589423818,1.0
2020-03-17,VALE3_SA,0.15755247417290685,1.0
2020-03-18,VALE3_SA,0.3262612810519425,1.0
2020-03-19,VALE3_SA,0.4368131146748184,1.0
2020-03-20,VALE3_SA,0.45666383655571896,1.0
2020-03-23,VALE3_SA,0.43255115022598,1.0
2020-03-24,VALE3_SA,0.33554714917128314,1.0
2020-03-25,VALE3_SA,0.22643806188626803,1.0
2020-03-26,VALE3_SA,0.17142868837227576,1.0
2020-03-27,VALE3_SA,0.26284303751993976,1.0
2020-03-30,VALE3_SA,0.1991861710984888,1.0
2020-03-31,VALE3_SA,0.22628413574357764,1.0
2020-04-02,VALE3_SA,0.24871431196019778,1.0
2020-04-03,VALE3_SA,0.32493848477941345,1.0
2020-04-06,VALE3_SA,0.29051698450180075,1.0
2020-04-07,VALE3_SA,0.2473733289103921,1.0
2020-04-08,VALE3_SA,0.25902048821500956,1.0
2020-04-09,VALE3_SA,0.27056385107873426,1.0
2020-04-13,VALE3_SA,0.21606446031924076,1.0
2020-04-15,VALE3_SA,0.24751102650325096,1.0
2020-04-16,VALE3_SA,0.29536948724838874,1.0
2020-04-17,VALE3_SA,0.2772728565583724,1.0
2020-04-20,VALE3_SA,0.3228921459590737,1.0
2020-04-22,VALE3_SA,0.2860135977397047,1.0
2020-04-23,VALE3_SA,0.2640770346769836,1.0
2020-04-24,VALE3_SA,0.2703381489626677,1.0
2020-04-27,VALE3_SA,0.24332214527619267,1.0
2020-04-29,VALE3_SA,0.19024178851248896,1.0
2020-04-30,VALE3_SA,0.24008007827259514,1.0
2020-05-04,VALE3_SA,0.27293426012726707,1.0
2020-05-05,VALE3_SA,0.2480547925504124,1.0
2020-05-06,VALE3_SA,0.2517479626685588,1.0
2020-05-07,VALE3_SA,0.19999992533886823,1.0
2020-05-08,VALE3_SA,0.15803491495076116,1.0
2020-05-11,VALE3_SA,0.18101846902902974,1.0
2020-05-12,VALE3_SA,0.20775371985782343,1.0
2020-05-13,VALE3_SA,0.16234031022780226,1.0
2020-05-14,VALE3_SA,0.18465360638784234,1.0
2020-05-18,VALE3_SA,0.20366764096428502,1.0
2020-05-19,VALE3_SA,0.1814534443155451,1.0
2020-05-20,VALE3_SA,0.14514269054018358,1.0
2020-05-21,VALE3_SA,0.1938197568498814,1.0
2020-05-22,VALE3_SA,0.2094686810400339,1.0
2020-05-25,VALE3_SA,0.19161660825823223,1.0
2020-05-26,VALE3_SA,0.20406464159020055,1.0
2020-05-27,VALE3_SA,0.16212448841129934,1.0
2020-05-28,VALE3_SA,0.1698943406991138,1.0
2020-05-29,VALE3_SA,0.15792452272056146,1.0
2020-06-01,VALE3_SA,0.12953976667334954,1.0
2020-06-03,VALE3_SA,0.14181894416774954,1.0
2020-06-04,VALE3_SA,0.09072948478469267,1.0
2020-06-05,VALE3_SA,0.10346098038582396,1.0
2020-06-08,VALE3_SA,0.10806881689926029,1.0
2020-06-09,VALE3_SA,0.1309326839434244,1.0
2020-06-10,VALE3_SA,0.1407748628183163,1.0
2020-06-12,VALE3_SA,0.13202245997361506,1.0
2020-06-15,VALE3_SA,0.15441719006171883,1.0
2020-06-16,VALE3_SA,0.08828330466660428,1.0
2020-06-17,VALE3_SA,0.09430612536799465,1.0
2020-06-19,VALE3_SA,0.11201728632320562,1.0
2020-06-22,VALE3_SA,0.13145480563975886,1.0
2020-06-23,VALE3_SA,0.1343769321786097,1.0
2020-06-24,VALE3_SA,0.12637676337627246,1.0
2020-06-25,VALE3_SA,0.12410730232088962,1.0
2020-06-26,VALE3_SA,0.11830286414454405,1.0
2020-06-30,VALE3_SA,0.10193153418495049,1.0
2020-07-01,VALE3_SA,0.13219663974524165,1.0
2020-07-02,VALE3_SA,0.09551284533643045,1.0
2020-07-03,VALE3_SA,0.10568227866286128,1.0
2020-07-06,VALE3_SA,0.05497617001176258,1.0
2020-07-07,VALE3_SA,0.0956181189072347,1.0
2020-07-08,VALE3_SA,0.06978379870461304,1.0
2020-07-09,VALE3_SA,0.05140021243131487,1.0
2020-07-10,VALE3_SA,0.061786733491124624,1.0
2020-07-13,VALE3_SA,0.028100467062871504,1.0
