Date,Open,High,Low,Close,Volume
2020-01-02,22.513592337829273,22.966522216796875,22.338461748192447,22.966522216796875,23414691
2020-01-03,22.646461019873392,23.093351277266883,22.61626724889814,22.72496795654297,28201956
2020-01-06,22.676650357123112,22.694767136103135,22.290150371846625,22.38677406311035,25259895
2020-01-07,22.386774941776068,22.48943843343287,21.867416381835938,21.867416381835938,22661019
2020-01-08,22.012350077188703,22.22975660968038,21.5111083984375,21.5111083984375,29436359
2020-01-09,21.6137692880913,21.69831727789499,20.846810635752014,21.082332611083984,54864165
2020-01-10,21.185009038786347,21.40845415794006,20.87701718833424,20.89513397216797,28915972
2020-01-13,21.148767467583728,21.378252312034117,20.97967405854414,21.172924041748047,33084393
2020-01-14,21.088377337228255,21.172924041748047,20.913245437175256,21.172924041748047,20884928
2020-01-15,21.070261282130346,21.100456348344185,20.7743478061572,20.913246154785156,37114247
2020-01-16,21.0763041321209,21.178967639490768,20.786429087419595,20.955522537231445,25897547
2020-01-17,21.07629585259625,21.317857642425384,20.97363238555627,21.100452423095703,22346045
2020-01-20,21.01591479013423,21.13669508458255,20.629414715765936,20.671688079833984,20759052
2020-01-21,20.538828083764177,20.822663322283038,20.194601397114788,20.2308349609375,30452887
2020-01-22,20.442200506714236,20.575059065819033,20.230832422363363,20.351613998413086,19763485
2020-01-23,20.230834942000858,21.021951818797614,20.170444798982462,20.834741592407227,37476920
2020-01-24,20.90116668319483,20.907206479505774,20.50258971877686,20.677722930908203,16718661
2020-01-27,20.37577313139516,20.587139937212992,20.17648461520343,20.2308349609375,16300584
2020-01-28,20.39388396848361,20.514665524481202,20.11004881270278,20.224790573120117,19471058
2020-01-29,20.345574614495053,20.405964747343383,19.88056772044107,19.910762786865234,22740896
2020-01-30,19.717516561847518,20.200641632080078,19.675243199768147,20.200641632080078,47347843
2020-01-31,19.922845708734002,20.164407601372837,19.65108743759158,19.820180892944336,28845953
2020-02-03,19.937994581924404,20.125290402472345,19.811116515297936,19.87757682800293,19924938
2020-02-04,20.155510564117705,20.21592834795214,19.877586669434603,20.0346736907959,17822429
2020-02-05,20.366959999829135,20.614673525288058,20.15549659729004,20.15549659729004,39419222
2020-02-06,20.360924366981095,20.385091994248395,20.00445774022451,20.107168197631836,30010677
2020-02-07,19.96820563355328,20.632806221677995,19.937996753302595,20.366966247558594,42053561
2020-02-10,20.379047309466763,20.886560900893944,20.348839737011406,20.711347579956055,52133635
2020-02-11,21.24302089515219,21.418234161691572,20.928847093590992,21.188644409179688,108217248
2020-02-12,21.24906361830389,21.436359389276532,21.001348803749803,21.10405921936035,75093200
2020-02-13,20.971137915867075,21.01947314607894,20.663005393047786,20.777799606323242,22982338
2020-02-14,20.70530333564175,20.78384745189765,20.342794239410477,20.427379608154297,35695618
2020-02-17,20.536135743404273,20.536135743404273,20.155501525760336,20.24008560180664,36522255
2020-02-18,20.167580654022533,20.385086630897113,19.9198671094902,20.324668884277344,27135350
2020-02-19,20.36091941422701,20.795930070960594,20.252167729282732,20.614675521850586,22404168
2020-02-20,20.681139086720695,20.705306711917537,20.439466751709336,20.542177200317383,54393857
2020-02-21,20.409373899027596,20.484089005682147,20.203910719454697,20.34711265563965,22094859
2020-02-26,19.363371668978104,19.674680466243757,19.15790856243776,19.33224105834961,39916949
2020-02-27,19.114331651499562,20.12919634622002,19.03339096116373,19.34469985961914,69123763
2020-02-28,19.36337014450643,19.97353517765018,19.17658514995063,19.923725128173828,63523344
2020-03-02,19.889465444090593,20.113711748532033,19.478345200099376,19.858320236206055,58095028
2020-03-03,19.715051881693874,19.914381488240725,19.285244767400883,19.497034072875977,49501903
2020-03-04,19.814722999757386,19.827180009989803,19.266563396906324,19.68391227722168,35383476
2020-03-05,19.47212967765483,19.615398806328063,18.799387623618685,19.01117706298828,34451470
2020-03-06,18.438095476738948,18.905277816305652,18.26368116739302,18.606281280517578,36741263
2020-03-09,17.44144107480382,17.72175073766305,17.04900889292265,17.31686019897461,53794386
2020-03-10,18.375800849418827,18.50038304747334,17.17981632490861,17.74666404724121,50493617
2020-03-11,17.316857358172726,17.528645350787617,15.591400126676437,16.301515579223633,54658299
2020-03-12,14.451477619311142,15.298633635578703,13.95938000549761,14.700640678405762,66265997
2020-03-13,16.781155751834092,16.93065467105174,14.731787914999567,16.326433181762695,101625228
2020-03-16,14.638343745521611,15.98382528210516,14.152474851982713,14.825216293334961,70717328
2020-03-17,15.267492106731284,16.637889935599723,14.638353783575013,15.697298049926758,79869022
2020-03-18,14.93112114029804,15.105535466062506,13.41745280216621,14.607209205627441,94874360
2020-03-19,14.183630251348507,14.781621969925729,13.162059775412377,14.2334623336792,83448395
2020-03-20,14.569831896433316,14.931118850997407,13.454825814504401,13.73513412475586,83160613
2020-03-23,13.86593873642208,14.009207754049894,12.458166608318908,12.782079696655273,60567800
2020-03-24,13.517117190756565,14.501312616844853,13.392536309148518,14.0154447555542,58312904
2020-03-25,13.84725615776249,15.40452763281657,13.710215600281447,14.700640678405762,49727030
2020-03-26,15.093078101626823,15.460594988064233,14.775395998309996,15.105536460876465,57531134
2020-03-27,14.339357502498672,14.962267331490935,14.021674082006252,14.308212280273438,47564812
2020-03-30,14.395419238886019,15.19274203192329,14.221004919975424,15.018327713012695,34245491
2020-03-31,14.918661970207038,15.105533281250322,14.208545065306945,14.382959365844727,46028351
2020-04-01,13.850032613884206,13.949762949028935,13.208018665577352,13.338915824890137,50241525
2020-04-02,13.326442571452002,13.71289729382909,13.183081704454002,13.401241302490234,44364087
2020-04-03,13.351371543816777,13.38877089830497,12.47249950980987,12.877653121948242,42366382
2020-04-06,13.800161312352424,14.136751565407533,13.644333988156681,13.825094223022461,44533358
2020-04-07,14.647863281590894,14.884723160204203,14.286341585072385,14.336207389831543,43110310
2020-04-08,14.342445413945452,15.202617404255525,14.298813491632645,15.071722984313965,46392951
2020-04-09,15.246255532141104,15.395851717386106,14.64787483215332,14.64787483215332,42268831
2020-04-13,14.616704557911355,14.959526062011719,14.348679101399611,14.959526062011719,24475859
2020-04-14,15.24624804579483,15.676334678318518,15.146517753601074,15.146517753601074,38256991
2020-04-15,14.86602165014167,15.25870877050081,14.56683088591727,14.585531234741211,39479498
2020-04-16,14.772529912857646,14.847327290551197,14.211547559661028,14.217780113220215,35203782
2020-04-17,14.610467382326332,14.716431568994134,14.093118291111173,14.473339080810547,28510925
2020-04-20,14.161675130383296,14.31750371356183,14.024546893143487,14.111810684204102,32385445
2020-04-22,13.96222050641749,14.417239998461474,13.843791218459717,13.943521499633789,54442009
2020-04-23,14.12428654285408,14.174151022255659,13.61316855725399,13.744064331054688,46968628
2020-04-24,13.550835223554863,13.600699694133377,12.696895894048051,13.014785766601562,77972720
2020-04-27,13.426168690999761,13.800156841912957,13.151910803463174,13.444869041442871,43526121
2020-04-28,14.323745224916017,14.716432493419573,14.080652721462364,14.554369926452637,66017077
2020-04-29,14.959515644244368,15.034314333737314,14.43593289976992,14.747590065002441,35725869
2020-04-30,14.08064484531868,14.541896684379783,13.999613607160812,14.192841529846191,52450082
2020-05-04,13.6907506126046,13.778071974774354,13.58471791507981,13.653327941894531,36303925
2020-05-05,13.846682153231345,14.576439066801287,13.665801416536107,14.158543586730957,58831591
2020-05-06,14.096168218825694,14.208438901267106,13.721933509277251,13.871626853942871,33059693
2020-05-07,13.958948652399393,14.021320650711237,13.179293281964128,13.372647285461426,59143166
2020-05-08,13.734404831341424,14.202198778187217,13.659558177253635,13.92152214050293,40499198
2020-05-11,13.827967621334322,14.364371749273134,13.827967621334322,13.958950996398926,43299294
2020-05-12,14.040037633502454,14.1335970165239,13.466212052651318,13.47868537902832,49000210
2020-05-13,13.559767798858381,13.684511824650013,13.222957042182507,13.47244644165039,39327676
2020-05-14,13.29156679461734,14.089933665398696,12.929805353106461,14.064984321594238,69987336
2020-05-15,14.03380429953811,14.202210420196606,13.49116325378418,13.49116325378418,42790577
2020-05-18,14.00260906491605,14.30823373809724,13.728169042436623,14.139827728271484,56197819
2020-05-19,14.11487679287986,14.171012123135656,13.478678180493016,13.528576850891113,46319079
2020-05-20,13.678275162514279,13.690749834670365,13.322753071546584,13.47244644165039,46901668
2020-05-21,13.547293592282012,14.245865821838379,13.541056929931942,14.245865821838379,68890818
2020-05-22,14.096164114317272,14.563956691099207,13.852911489152424,14.32070541381836,58072141
2020-05-25,14.913247212046084,15.087889891665023,14.588909844264947,14.944433212280273,31903240
2020-05-26,15.175226535027138,15.231361931212511,14.258350194513646,14.351909637451172,60124797
2020-05-27,14.744850913397272,14.800986289978027,14.445462687595,14.800986289978027,41286633
